suburb,MODE,stop_count,School_Type,school_count,region,Housing_Type,timestamp,Latest_Median,Forecasted_Next_Quarter
North Geelong,REGIONAL COACH,1.0,,,Geelong,All properties,2025-03-01,480.0,480.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,1 bedroom flat,2025-03-01,323.0,322.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,2 bedroom flat,2025-03-01,420.0,420.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,2 bedroom house,2025-03-01,443.0,440.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,3 bedroom flat,2025-03-01,500.0,500.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,3 bedroom house,2025-03-01,480.0,490.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,4 bedroom house,2025-03-01,560.0,560.0
North Geelong,REGIONAL TRAIN,2.0,,,Geelong,All properties,2025-03-01,480.0,480.0
North Melbourne,METRO BUS,14.0,Primary,2.0,,,,,
North Melbourne,METRO BUS,14.0,Secondary,1.0,,,,,
North Melbourne,METRO BUS,14.0,Special,2.0,,,,,
North Melbourne,METRO TRAIN,6.0,Primary,2.0,,,,,
North Melbourne,METRO TRAIN,6.0,Secondary,1.0,,,,,
North Melbourne,METRO TRAIN,6.0,Special,2.0,,,,,
North Melbourne,METRO TRAM,21.0,Primary,2.0,,,,,
North Melbourne,METRO TRAM,21.0,Secondary,1.0,,,,,
North Melbourne,METRO TRAM,21.0,Special,2.0,,,,,
North Shore,INTERSTATE TRAIN,2.0,,,,,,,
North Shore,REGIONAL BUS,4.0,,,,,,,
North Shore,REGIONAL TRAIN,2.0,,,,,,,
North Wangaratta,,,,,,,,,
North Warrandyte,METRO BUS,25.0,,,,,,,
North Wonthaggi,REGIONAL BUS,7.0,,,,,,,
North Wonthaggi,REGIONAL COACH,1.0,,,,,,,
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO BUS,54.0,Primary,3.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO BUS,54.0,Secondary,2.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO BUS,54.0,Special,1.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAIN,29.0,Primary,3.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAIN,29.0,Secondary,2.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAIN,29.0,Special,1.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAM,18.0,Primary,3.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAM,18.0,Secondary,2.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,1 bedroom flat,2025-03-01,420.0,400.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,2 bedroom flat,2025-03-01,600.0,495.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,2 bedroom house,2025-03-01,700.0,500.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,3 bedroom flat,2025-03-01,800.0,635.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,3 bedroom house,2025-03-01,850.0,625.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,4 bedroom house,2025-03-01,1150.0,810.0
Northcote,METRO TRAM,18.0,Special,1.0,North Eastern Melbourne,All properties,2025-03-01,640.0,550.0
Northwood,,,,,,,,,
Norval,,,,,,,,,
Notting Hill,METRO BUS,14.0,,,,,,,
Nowa Nowa,REGIONAL BUS,2.0,,,,,,,
Nowa Nowa,REGIONAL COACH,2.0,,,,,,,
Nowhere Creek,,,,,,,,,
Nowie,,,,,,,,,
Nug Nug,,,,,,,,,
Nuggetty,REGIONAL BUS,1.0,,,,,,,
Nulla Vale,,,,,,,,,
Nullawarre,,,Primary,1.0,,,,,
Nullawarre North,,,,,,,,,
Nullawil,REGIONAL COACH,1.0,,,,,,,
Numurkah,REGIONAL COACH,1.0,Primary,2.0,,,,,
Numurkah,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Nunawading,METRO BUS,53.0,Primary,2.0,,,,,
Nunawading,METRO BUS,53.0,Secondary,1.0,,,,,
Nunawading,METRO TRAIN,2.0,Primary,2.0,,,,,
Nunawading,METRO TRAIN,2.0,Secondary,1.0,,,,,
Nunawading,REGIONAL COACH,1.0,Primary,2.0,,,,,
Nunawading,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Nungurner,,,Primary,1.0,,,,,
Nunniong,,,,,,,,,
Nurcoung,,,,,,,,,
Nurrabiel,,,,,,,,,
Nurran,,,,,,,,,
Nutfield,,,,,,,,,
Nyah,REGIONAL BUS,2.0,,,,,,,
Nyah,REGIONAL COACH,2.0,,,,,,,
Nyah West,REGIONAL BUS,1.0,Primary,1.0,,,,,
Nyarrin,,,,,,,,,
Nyerimilang,,,,,,,,,
Nyora,REGIONAL COACH,1.0,Primary,1.0,,,,,
Nyrraby,,,,,,,,,
Oak Park,METRO BUS,15.0,Primary,2.0,,,,,
Oak Park,METRO TRAIN,3.0,Primary,2.0,,,,,
Oaklands Junction,,,,,,,,,
Oakleigh,METRO BUS,43.0,Primary,3.0,,,,,
Oakleigh,METRO TRAIN,6.0,Primary,3.0,,,,,
Oakleigh East,METRO BUS,29.0,Primary,1.0,,,,,
Oakleigh South,METRO BUS,55.0,Primary,2.0,,,,,
Oakleigh South,METRO BUS,55.0,Secondary,1.0,,,,,
Oakvale,,,,,,,,,
Ocean Grange,,,,,,,,,
Ocean Grove,REGIONAL BUS,38.0,Primary,3.0,,,,,
Officer,METRO BUS,13.0,Primary,7.0,,,,,
Officer,METRO BUS,13.0,Secondary,1.0,,,,,
Officer,METRO BUS,13.0,Special,1.0,,,,,
Officer,METRO TRAIN,3.0,Primary,7.0,,,,,
Officer,METRO TRAIN,3.0,Secondary,1.0,,,,,
Officer,METRO TRAIN,3.0,Special,1.0,,,,,
Officer,REGIONAL BUS,8.0,Primary,7.0,,,,,
Officer,REGIONAL BUS,8.0,Secondary,1.0,,,,,
Officer,REGIONAL BUS,8.0,Special,1.0,,,,,
Officer South,METRO BUS,3.0,,,,,,,
Old Tallangatta,,,,,,,,,
Olinda,METRO BUS,14.0,Primary,1.0,,,,,
Ombersley,,,,,,,,,
Omeo,REGIONAL BUS,2.0,Primary,1.0,,,,,
Omeo Valley,,,,,,,,,
Ondit,,,,,,,,,
Orbost,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Orbost,REGIONAL COACH,1.0,Primary,1.0,,,,,
Orford,,,,,,,,,
Ormond,METRO BUS,29.0,Pri/Sec,2.0,,,,,
Ormond,METRO BUS,29.0,Primary,2.0,,,,,
Ormond,METRO TRAIN,3.0,Pri/Sec,2.0,,,,,
Ormond,METRO TRAIN,3.0,Primary,2.0,,,,,
Orrvale,,,Primary,1.0,,,,,
Osbornes Flat,,,Primary,1.0,,,,,
Outtrim,,,,,,,,,
Ouyen,REGIONAL BUS,3.0,Pri/Sec,1.0,,,,,
Ouyen,REGIONAL COACH,2.0,Pri/Sec,1.0,,,,,
Ovens,,,,,,,,,
Oxley,REGIONAL COACH,1.0,Primary,1.0,,,,,
Oxley Flats,,,,,,,,,
Ozenkadnook,,,,,,,,,
Paaratte,,,,,,,,,
Painswick,,,,,,,,,
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO BUS,113.0,Pri/Sec,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO BUS,113.0,Primary,8.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO BUS,113.0,Secondary,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO TRAIN,9.0,Pri/Sec,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO TRAIN,9.0,Primary,8.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,METRO TRAIN,9.0,Secondary,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL BUS,26.0,Pri/Sec,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL BUS,26.0,Primary,8.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL BUS,26.0,Secondary,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL COACH,2.0,Pri/Sec,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL COACH,2.0,Primary,8.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL COACH,2.0,Secondary,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL TRAIN,2.0,Pri/Sec,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL TRAIN,2.0,Primary,8.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,395.0,364.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,438.0,468.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,2 bedroom house,2025-03-01,450.0,480.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,490.0,540.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,3 bedroom house,2025-03-01,520.0,548.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,4 bedroom house,2025-03-01,590.0,630.0
Pakenham,REGIONAL TRAIN,2.0,Secondary,2.0,South Eastern Melbourne,All properties,2025-03-01,530.0,540.0
Pakenham South,,,,,,,,,
Pakenham Upper,METRO BUS,8.0,,,,,,,
Panitya,,,,,,,,,
Panmure,,,,,,,,,
Panton Hill,,,Primary,1.0,,,,,
Paradise,REGIONAL BUS,2.0,,,,,,,
Paradise Beach,,,,,,,,,
Paraparap,,,,,,,,,
Park Orchards,METRO BUS,18.0,Primary,2.0,,,,,
Parkdale,METRO BUS,29.0,Primary,3.0,,,,,
Parkdale,METRO TRAIN,3.0,Primary,3.0,,,,,
Parkville,METRO BUS,18.0,Secondary,1.0,,,,,
Parkville,METRO BUS,18.0,Special,1.0,,,,,
Parkville,METRO TRAIN,3.0,Secondary,1.0,,,,,
Parkville,METRO TRAIN,3.0,Special,1.0,,,,,
Parkville,METRO TRAM,18.0,Secondary,1.0,,,,,
Parkville,METRO TRAM,18.0,Special,1.0,,,,,
Parwan,,,,,,,,,
Paschendale,,,,,,,,,
Pascoe Vale,METRO BUS,40.0,Primary,4.0,,,,,
Pascoe Vale,METRO BUS,40.0,Secondary,1.0,,,,,
Pascoe Vale,METRO TRAIN,3.0,Primary,4.0,,,,,
Pascoe Vale,METRO TRAIN,3.0,Secondary,1.0,,,,,
Pascoe Vale South,METRO BUS,34.0,Pri/Sec,1.0,,,,,
Pascoe Vale South,METRO BUS,34.0,Primary,1.0,,,,,
Pascoe Vale South,METRO TRAM,6.0,Pri/Sec,1.0,,,,,
Pascoe Vale South,METRO TRAM,6.0,Primary,1.0,,,,,
