suburb,MODE,stop_count,School_Type,school_count,region,Housing_Type,timestamp,Latest_Median,Forecasted_Next_Quarter
Mount Waverley,METRO BUS,101.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO BUS,101.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO BUS,101.0,Pri/Sec,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO BUS,101.0,Pri/Sec,1.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,262.0,470.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,520.0,575.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,550.0,560.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO BUS,101.0,Primary,7.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,262.0,470.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,520.0,575.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,550.0,560.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO BUS,101.0,Secondary,2.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,262.0,470.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,520.0,575.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,550.0,560.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO TRAIN,6.0,Pri/Sec,1.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,262.0,470.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,520.0,575.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,550.0,560.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO TRAIN,6.0,Primary,7.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,262.0,470.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,520.0,575.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,550.0,560.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,680.0,700.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,650.0,650.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,795.0,800.0
Mount Waverley,METRO TRAIN,6.0,Secondary,2.0,Inner Eastern Melbourne,All properties,2025-03-01,670.0,650.0
Mountain Bay,,,,,,,,,
Mountain View,,,,,,,,,
Moutajup,,,,,,,,,
Moyarra,,,,,,,,,
Moyhu,REGIONAL BUS,1.0,Primary,1.0,,,,,
Moyreisk,,,,,,,,,
Moyston,REGIONAL COACH,1.0,Primary,1.0,,,,,
Muckatah,,,,,,,,,
Muckleford,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Muckleford South,,,,,,,,,
Mudgegonga,REGIONAL BUS,2.0,,,,,,,
Mulgrave,METRO BUS,81.0,Primary,3.0,,,,,
Mulgrave,METRO BUS,81.0,Secondary,2.0,,,,,
Mumbannar,,,,,,,,,
Mundoona,,,,,,,,,
Munro,,,,,,,,,
Muntham,,,,,,,,,
Murchison,REGIONAL COACH,1.0,Primary,1.0,,,,,
Murchison East,REGIONAL COACH,1.0,,,,,,,
Murchison East,REGIONAL TRAIN,2.0,,,,,,,
Murchison North,,,,,,,,,
Murgheboluc,,,,,,,,,
Murmungee,,,,,,,,,
Murnungin,,,,,,,,,
Murphys Creek,,,,,,,,,
Murra Warra,,,,,,,,,
Murrabit,REGIONAL BUS,1.0,Primary,1.0,,,,,
Murrabit West,,,,,,,,,
Murrawee,,,,,,,,,
Murray-Sunset,,,,,,,,,
Murraydale,,,,,,,,,
Murrayville,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Murrayville,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Murrindal,,,,,,,,,
Murrindindi,,,,,,,,,
Murroon,,,,,,,,,
Murrumbeena,METRO BUS,42.0,Primary,2.0,,,,,
Murrumbeena,METRO TRAIN,6.0,Primary,2.0,,,,,
Murtoa,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Murtoa,REGIONAL BUS,1.0,Primary,1.0,,,,,
Murtoa,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Murtoa,REGIONAL COACH,1.0,Primary,1.0,,,,,
Musk,REGIONAL COACH,1.0,,,,,,,
Musk Vale,,,,,,,,,
Muskerry,,,,,,,,,
Myall,,,,,,,,,
Myall,,,,,,,,,
Myamyn,REGIONAL COACH,1.0,,,,,,,
Myers Flat,,,,,,,,,
Myola,,,,,,,,,
Myrniong,,,Primary,1.0,,,,,
Myrrhee,,,Primary,1.0,,,,,
Myrtle Creek,,,,,,,,,
Myrtlebank,,,,,,,,,
Myrtleford,REGIONAL BUS,1.0,Pri/Sec,1.0,,,,,
Myrtleford,REGIONAL BUS,1.0,Primary,1.0,,,,,
Myrtleford,REGIONAL BUS,1.0,Secondary,1.0,,,,,
Myrtleford,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Myrtleford,REGIONAL COACH,1.0,Primary,1.0,,,,,
Myrtleford,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Mysia,REGIONAL BUS,1.0,,,,,,,
Mysia,REGIONAL COACH,1.0,,,,,,,
Mystic Park,,,,,,,,,
Mywee,,,,,,,,,
Nagambie,REGIONAL COACH,3.0,Primary,2.0,,,,,
Nagambie,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Nalangil,,,,,,,,,
Nalinga,,,,,,,,,
Nambrok,,,Primary,1.0,,,,,
Nandaly,,,,,,,,,
Nangana,,,,,,,,,
Nangeela,,,,,,,,,
Nangiloc,,,Primary,1.0,,,,,
Nanneella,,,Primary,1.0,,,,,
Nap Nap Marra,,,,,,,,,
Napoleons,REGIONAL BUS,1.0,Primary,1.0,,,,,
Nar Nar Goon,REGIONAL BUS,2.0,Primary,2.0,,,,,
Nar Nar Goon,REGIONAL COACH,1.0,Primary,2.0,,,,,
Nar Nar Goon,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Nar Nar Goon North,,,,,,,,,
Narbethong,METRO BUS,1.0,,,,,,,
Nareeb,,,,,,,,,
Nareen,,,,,,,,,
Nareewillock,,,,,,,,,
Nariel Valley,,,,,,,,,
Naring,,,,,,,,,
Naringal,,,,,,,,,
Naringal East,,,,,,,,,
Naroghid,,,,,,,,,
Narracan,,,Primary,1.0,,,,,
Narraport,,,,,,,,,
Narrapumelap South,,,,,,,,,
Narrawong,REGIONAL COACH,1.0,Primary,1.0,,,,,
Narre Warren,METRO BUS,77.0,Primary,5.0,,,,,
Narre Warren,METRO BUS,77.0,Secondary,1.0,,,,,
Narre Warren,METRO BUS,77.0,Special,3.0,,,,,
Narre Warren,METRO TRAIN,3.0,Primary,5.0,,,,,
Narre Warren,METRO TRAIN,3.0,Secondary,1.0,,,,,
Narre Warren,METRO TRAIN,3.0,Special,3.0,,,,,
Narre Warren,REGIONAL BUS,6.0,Primary,5.0,,,,,
Narre Warren,REGIONAL BUS,6.0,Secondary,1.0,,,,,
Narre Warren,REGIONAL BUS,6.0,Special,3.0,,,,,
Narre Warren East,METRO BUS,4.0,,,,,,,
Narre Warren North,METRO BUS,18.0,Pri/Sec,2.0,,,,,
Narre Warren North,METRO BUS,18.0,Primary,3.0,,,,,
Narre Warren South,METRO BUS,71.0,Pri/Sec,2.0,,,,,
Narre Warren South,METRO BUS,71.0,Primary,3.0,,,,,
Narrung,,,,,,,,,
Nathalia,REGIONAL COACH,1.0,Primary,2.0,,,,,
Nathalia,REGIONAL COACH,1.0,Secondary,2.0,,,,,
Natimuk,REGIONAL BUS,2.0,Primary,1.0,,,,,
Natte Yallock,,,Primary,1.0,,,,,
Natya,,,,,,,,,
Navarre,REGIONAL BUS,2.0,Primary,1.0,,,,,
Navigators,REGIONAL COACH,1.0,,,,,,,
Nayook,,,Primary,1.0,,,,,
Neds Corner,,,,,,,,,
Neereman,,,,,,,,,
Neerim,REGIONAL BUS,1.0,,,,,,,
Neerim East,,,,,,,,,
Neerim Junction,REGIONAL BUS,1.0,,,,,,,
Neerim North,,,,,,,,,
Neerim South,REGIONAL BUS,4.0,Primary,1.0,,,,,
Neerim South,REGIONAL BUS,4.0,Secondary,1.0,,,,,
Neilborough,,,,,,,,,
Nelse,,,,,,,,,
Nelson,,,,,,,,,
Nerrena,,,,,,,,,
Nerrin Nerrin,,,,,,,,,
Nerrina,,,Primary,1.0,,,,,
Nerring,,,,,,,,,
Netherby,,,,,,,,,
Neuarpurr,,,,,,,,,
New Gisborne,REGIONAL BUS,13.0,Pri/Sec,1.0,,,,,
New Gisborne,REGIONAL BUS,13.0,Primary,2.0,,,,,
New Gisborne,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
New Gisborne,REGIONAL COACH,1.0,Primary,2.0,,,,,
New Gisborne,REGIONAL TRAIN,2.0,Pri/Sec,1.0,,,,,
New Gisborne,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Newborough,REGIONAL BUS,40.0,Primary,3.0,,,,,
Newborough,REGIONAL BUS,40.0,Secondary,1.0,,,,,
Newborough,REGIONAL COACH,1.0,Primary,3.0,,,,,
Newborough,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Newbridge,REGIONAL COACH,1.0,,,,,,,
Newbury,,,,,,,,,
Newcomb,REGIONAL BUS,27.0,Primary,2.0,,,,,
Newcomb,REGIONAL BUS,27.0,Secondary,1.0,,,,,
Newfield,,,,,,,,,
Newham,REGIONAL BUS,1.0,Primary,1.0,,,,,
Newhaven,REGIONAL BUS,3.0,Primary,1.0,,,,,
Newhaven,REGIONAL COACH,2.0,Primary,1.0,,,,,
Newington,REGIONAL BUS,8.0,Pri/Sec,1.0,,,,,
Newington,REGIONAL BUS,8.0,Primary,1.0,,,,,
Newington,REGIONAL BUS,8.0,Secondary,1.0,,,,,
Newlands Arm,,,,,,,,,
Newlyn,,,Primary,1.0,,,,,
Newlyn North,REGIONAL BUS,1.0,,,,,,,
Newlyn North,REGIONAL COACH,1.0,,,,,,,
Newmerella,REGIONAL COACH,1.0,Primary,1.0,,,,,
Newport,METRO BUS,42.0,Primary,4.0,,,,,
Newport,METRO TRAIN,5.0,Primary,4.0,,,,,
Newry,,,,,,,,,
Newstead,REGIONAL COACH,2.0,Primary,1.0,,,,,
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,All properties,2025-03-01,500.0,480.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,All properties,2025-03-01,500.0,480.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,All properties,2025-03-01,500.0,480.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Pri/Sec,1.0,Geelong,All properties,2025-03-01,500.0,480.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Primary,4.0,Geelong,All properties,2025-03-01,500.0,480.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,1 bedroom flat,2025-03-01,320.0,322.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,2 bedroom flat,2025-03-01,430.0,420.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,2 bedroom house,2025-03-01,450.0,440.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,3 bedroom flat,2025-03-01,560.0,500.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,3 bedroom house,2025-03-01,550.0,490.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,4 bedroom house,2025-03-01,695.0,560.0
Newtown,REGIONAL BUS,41.0,Secondary,2.0,Geelong,All properties,2025-03-01,500.0,480.0
Nhill,INTERSTATE TRAIN,2.0,Pri/Sec,2.0,,,,,
Nhill,INTERSTATE TRAIN,2.0,Primary,1.0,,,,,
Nhill,REGIONAL BUS,1.0,Pri/Sec,2.0,,,,,
Nhill,REGIONAL BUS,1.0,Primary,1.0,,,,,
Nhill,REGIONAL COACH,1.0,Pri/Sec,2.0,,,,,
Nhill,REGIONAL COACH,1.0,Primary,1.0,,,,,
Nichols Point,,,Primary,1.0,,,,,
Nicholson,REGIONAL BUS,2.0,Primary,1.0,,,,,
Nicholson,REGIONAL COACH,1.0,Primary,1.0,,,,,
Niddrie,METRO BUS,20.0,Primary,1.0,,,,,
Niddrie,METRO BUS,20.0,Secondary,1.0,,,,,
Niddrie,METRO BUS,20.0,Special,1.0,,,,,
Niddrie,METRO TRAM,3.0,Primary,1.0,,,,,
Niddrie,METRO TRAM,3.0,Secondary,1.0,,,,,
Niddrie,METRO TRAM,3.0,Special,1.0,,,,,
Nilma,REGIONAL BUS,1.0,Primary,1.0,,,,,
Nilma,REGIONAL COACH,1.0,Primary,1.0,,,,,
Nilma North,,,,,,,,,
Ninda,,,,,,,,,
Nine Mile,,,,,,,,,
Nintingbool,,,,,,,,,
Ninyeunook,,,,,,,,,
Nirranda,,,,,,,,,
Nirranda East,,,,,,,,,
Nirranda South,,,,,,,,,
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO BUS,54.0,Language,1.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO BUS,54.0,Primary,5.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO BUS,54.0,Secondary,1.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO TRAIN,6.0,Language,1.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO TRAIN,6.0,Primary,5.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,364.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,2 bedroom flat,2025-03-01,480.0,468.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,2 bedroom house,2025-03-01,480.0,480.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,3 bedroom flat,2025-03-01,570.0,540.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,3 bedroom house,2025-03-01,550.0,548.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,4 bedroom house,2025-03-01,650.0,630.0
Noble Park,METRO TRAIN,6.0,Secondary,1.0,South Eastern Melbourne,All properties,2025-03-01,500.0,540.0
Noble Park North,METRO BUS,27.0,Pri/Sec,1.0,,,,,
Noble Park North,METRO BUS,27.0,Primary,1.0,,,,,
Noble Park North,METRO BUS,27.0,Secondary,1.0,,,,,
Noojee,REGIONAL BUS,3.0,,,,,,,
Noorat,REGIONAL COACH,1.0,Primary,1.0,,,,,
Noorat East,,,,,,,,,
Noorinbee,,,,,,,,,
Noorinbee North,,,,,,,,,
Noradjuha,,,,,,,,,
Norlane,REGIONAL BUS,33.0,Primary,1.0,,,,,
Norlane,REGIONAL COACH,1.0,Primary,1.0,,,,,
Normanville,,,,,,,,,
Norong,REGIONAL BUS,2.0,,,,,,,
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,1 bedroom flat,2025-03-01,263.0,295.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,2 bedroom flat,2025-03-01,380.0,380.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,2 bedroom house,2025-03-01,400.0,400.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,3 bedroom flat,2025-03-01,430.0,448.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,3 bedroom house,2025-03-01,460.0,460.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,4 bedroom house,2025-03-01,530.0,545.0
North Bendigo,REGIONAL BUS,26.0,Primary,1.0,Bendigo,All properties,2025-03-01,460.0,455.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,1 bedroom flat,2025-03-01,263.0,295.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,2 bedroom flat,2025-03-01,380.0,380.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,2 bedroom house,2025-03-01,400.0,400.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,3 bedroom flat,2025-03-01,430.0,448.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,3 bedroom house,2025-03-01,460.0,460.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,4 bedroom house,2025-03-01,530.0,545.0
North Bendigo,REGIONAL BUS,26.0,Special,1.0,Bendigo,All properties,2025-03-01,460.0,455.0
North Blackwood,,,,,,,,,
North Geelong,REGIONAL BUS,29.0,,,Geelong,1 bedroom flat,2025-03-01,323.0,322.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,2 bedroom flat,2025-03-01,420.0,420.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,2 bedroom house,2025-03-01,443.0,440.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,3 bedroom flat,2025-03-01,500.0,500.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,3 bedroom house,2025-03-01,480.0,490.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,4 bedroom house,2025-03-01,560.0,560.0
North Geelong,REGIONAL BUS,29.0,,,Geelong,All properties,2025-03-01,480.0,480.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,1 bedroom flat,2025-03-01,323.0,322.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,2 bedroom flat,2025-03-01,420.0,420.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,2 bedroom house,2025-03-01,443.0,440.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,3 bedroom flat,2025-03-01,500.0,500.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,3 bedroom house,2025-03-01,480.0,490.0
North Geelong,REGIONAL COACH,1.0,,,Geelong,4 bedroom house,2025-03-01,560.0,560.0
